text,label,department,pred_dept,pred_conf
Citizens have requested better water supply shortage in main road.,Neutral,water,,
Citizens have requested better water supply shortage in market area.,Neutral,water,,
Citizens have requested better water supply shortage in town.,Neutral,water,,
Moderate issue observed: broken road at bus stand. Kindly check.,Neutral,roads,,
Moderate issue observed: broken road at bus stand. Kindly check.,Neutral,roads,,
Moderate issue observed: broken road at city. Kindly check.,Neutral,roads,,
Moderate issue observed: broken road at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: broken road at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: broken road at village. Kindly check.,Neutral,roads,,
Moderate issue observed: building public library at bus stand. Kindly check.,Neutral,civil,,
Moderate issue observed: building public library at city. Kindly check.,Neutral,civil,,
Moderate issue observed: building public library at city. Kindly check.,Neutral,civil,,
Moderate issue observed: building public library at city. Kindly check.,Neutral,civil,,
Moderate issue observed: building public library at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: building public library at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: building public library at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: building public library at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: building public library at residential colony. Kindly check.,Neutral,civil,,
Moderate issue observed: building public library at town. Kindly check.,Neutral,civil,,
Moderate issue observed: bus stand crowding at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: bus stand crowding at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: construction of bus stand at bus stand. Kindly check.,Neutral,civil,,
Moderate issue observed: construction of bus stand at bus stand. Kindly check.,Neutral,civil,,
Moderate issue observed: construction of bus stand at city. Kindly check.,Neutral,civil,,
Moderate issue observed: construction of bus stand at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: construction of bus stand at market area. Kindly check.,Neutral,civil,,
Moderate issue observed: construction of bus stand at school zone. Kindly check.,Neutral,civil,,
Moderate issue observed: electricity outage at bus stand. Kindly check.,Neutral,electricity,,
Moderate issue observed: electricity outage at bus stand. Kindly check.,Neutral,electricity,,
Moderate issue observed: electricity outage at highway. Kindly check.,Neutral,electricity,,
Moderate issue observed: electricity outage at hospital area. Kindly check.,Neutral,electricity,,
Moderate issue observed: electricity outage at main road. Kindly check.,Neutral,electricity,,
Moderate issue observed: electricity outage at market area. Kindly check.,Neutral,electricity,,
Moderate issue observed: electricity outage at market area. Kindly check.,Neutral,electricity,,
Moderate issue observed: garbage pileup at bus stand. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at bus stand. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at bus stand. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at city. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at city. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at market area. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at market area. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at school zone. Kindly check.,Neutral,sanitation,,
Moderate issue observed: garbage pileup at school zone. Kindly check.,Neutral,sanitation,,
Moderate issue observed: hospital medicine shortage at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: need overhead water tank at bus stand. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at bus stand. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at city. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at city. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at main road. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at main road. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at market area. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at residential colony. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral,water,,
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral,water,,
Moderate issue observed: public toilet maintenance at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: public toilet maintenance at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: school building damage at bus stand. Kindly check.,Neutral,civil,,
Moderate issue observed: school building damage at city. Kindly check.,Neutral,civil,,
Moderate issue observed: school building damage at hospital area. Kindly check.,Neutral,civil,,
Moderate issue observed: school building damage at town. Kindly check.,Neutral,civil,,
Moderate issue observed: school building damage at town. Kindly check.,Neutral,civil,,
Moderate issue observed: school building damage at village. Kindly check.,Neutral,civil,,
Moderate issue observed: school building damage at village. Kindly check.,Neutral,civil,,
Moderate issue observed: sewage overflow at bus stand. Kindly check.,Neutral,water,,
Moderate issue observed: sewage overflow at city. Kindly check.,Neutral,water,,
Moderate issue observed: sewage overflow at market area. Kindly check.,Neutral,water,,
Moderate issue observed: sewage overflow at market area. Kindly check.,Neutral,water,,
Moderate issue observed: sewage overflow at residential colony. Kindly check.,Neutral,water,,
Moderate issue observed: sewage overflow at residential colony. Kindly check.,Neutral,water,,
Moderate issue observed: sewage overflow at school zone. Kindly check.,Neutral,water,,
Moderate issue observed: sewage overflow at village. Kindly check.,Neutral,water,,
Moderate issue observed: solar street lights installation at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: solar street lights installation at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: sports ground request at highway. Kindly check.,Neutral,roads,,
Moderate issue observed: streetlight failure at main road. Kindly check.,Neutral,roads,,
Moderate issue observed: water supply shortage at bus stand. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at bus stand. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at city. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at city. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at highway. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at highway. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at hospital area. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at main road. Kindly check.,Neutral,water,,
Moderate issue observed: water supply shortage at market area. Kindly check.,Neutral,water,,
Need improvement in broken road at bus stand.,Neutral,roads,,
Need improvement in broken road at city.,Neutral,roads,,
Need improvement in broken road at city.,Neutral,roads,,
Need improvement in broken road at highway.,Neutral,roads,,
Need improvement in broken road at town.,Neutral,roads,,
Need improvement in broken road at town.,Neutral,roads,,
Need improvement in building public library at city.,Neutral,civil,,
Need improvement in building public library at city.,Neutral,civil,,
Need improvement in building public library at highway.,Neutral,roads,,
Need improvement in building public library at hospital area.,Neutral,civil,,
Need improvement in building public library at main road.,Neutral,roads,,
Need improvement in building public library at main road.,Neutral,roads,,
Need improvement in building public library at residential colony.,Neutral,civil,,
Need improvement in building public library at town.,Neutral,civil,,
Need improvement in building public library at village.,Neutral,civil,,
Need improvement in bus stand crowding at highway.,Neutral,roads,,
Need improvement in construction of bus stand at bus stand.,Neutral,civil,,
Need improvement in construction of bus stand at city.,Neutral,civil,,
Need improvement in construction of bus stand at hospital area.,Neutral,civil,,
Need improvement in construction of bus stand at hospital area.,Neutral,civil,,
Need improvement in construction of bus stand at main road.,Neutral,roads,,
Need improvement in construction of bus stand at main road.,Neutral,roads,,
Need improvement in construction of bus stand at market area.,Neutral,civil,,
Need improvement in construction of bus stand at residential colony.,Neutral,civil,,
Need improvement in construction of bus stand at town.,Neutral,civil,,
Need improvement in construction of bus stand at village.,Neutral,civil,,
Need improvement in electricity outage at highway.,Neutral,electricity,,
Need improvement in electricity outage at hospital area.,Neutral,electricity,,
Need improvement in electricity outage at hospital area.,Neutral,electricity,,
Need improvement in electricity outage at main road.,Neutral,electricity,,
Need improvement in electricity outage at main road.,Neutral,electricity,,
Need improvement in electricity outage at main road.,Neutral,electricity,,
Need improvement in electricity outage at market area.,Neutral,electricity,,
Need improvement in electricity outage at market area.,Neutral,electricity,,
Need improvement in electricity outage at school zone.,Neutral,electricity,,
Need improvement in electricity outage at town.,Neutral,electricity,,
Need improvement in electricity outage at village.,Neutral,electricity,,
Need improvement in garbage pileup at highway.,Neutral,roads,,
Need improvement in garbage pileup at hospital area.,Neutral,sanitation,,
Need improvement in garbage pileup at hospital area.,Neutral,sanitation,,
Need improvement in garbage pileup at market area.,Neutral,sanitation,,
Need improvement in garbage pileup at market area.,Neutral,sanitation,,
Need improvement in garbage pileup at residential colony.,Neutral,sanitation,,
Need improvement in garbage pileup at town.,Neutral,sanitation,,
Need improvement in hospital medicine shortage at main road.,Neutral,roads,,
Need improvement in hospital medicine shortage at main road.,Neutral,roads,,
Need improvement in need overhead water tank at bus stand.,Neutral,water,,
Need improvement in need overhead water tank at bus stand.,Neutral,water,,
Need improvement in need overhead water tank at highway.,Neutral,water,,
Need improvement in need overhead water tank at hospital area.,Neutral,water,,
Need improvement in need overhead water tank at main road.,Neutral,water,,
Need improvement in need overhead water tank at school zone.,Neutral,water,,
Need improvement in need overhead water tank at school zone.,Neutral,water,,
Need improvement in need overhead water tank at town.,Neutral,water,,
Need improvement in need overhead water tank at town.,Neutral,water,,
Need improvement in need overhead water tank at village.,Neutral,water,,
Need improvement in need overhead water tank at village.,Neutral,water,,
Need improvement in need overhead water tank at village.,Neutral,water,,
Need improvement in need overhead water tank at village.,Neutral,water,,
Need improvement in public toilet maintenance at highway.,Neutral,roads,,
Need improvement in school building damage at bus stand.,Neutral,civil,,
Need improvement in school building damage at bus stand.,Neutral,civil,,
Need improvement in school building damage at city.,Neutral,civil,,
Need improvement in school building damage at residential colony.,Neutral,civil,,
Need improvement in school building damage at town.,Neutral,civil,,
Need improvement in school building damage at village.,Neutral,civil,,
Need improvement in sewage overflow at bus stand.,Neutral,water,,
Need improvement in sewage overflow at highway.,Neutral,water,,
Need improvement in sewage overflow at hospital area.,Neutral,water,,
Need improvement in sewage overflow at hospital area.,Neutral,water,,
Need improvement in sewage overflow at residential colony.,Neutral,water,,
Need improvement in sewage overflow at town.,Neutral,water,,
Need improvement in solar street lights installation at highway.,Neutral,roads,,
Need improvement in solar street lights installation at main road.,Neutral,roads,,
Need improvement in sports ground request at main road.,Neutral,roads,,
Need improvement in streetlight failure at highway.,Neutral,roads,,
Need improvement in water supply shortage at highway.,Neutral,water,,
Need improvement in water supply shortage at main road.,Neutral,water,,
Need improvement in water supply shortage at market area.,Neutral,water,,
Need improvement in water supply shortage at residential colony.,Neutral,water,,
Need improvement in water supply shortage at residential colony.,Neutral,water,,
Need improvement in water supply shortage at town.,Neutral,water,,
Need improvement in water supply shortage at village.,Neutral,water,,
Request for broken road at bus stand.,Neutral,roads,,
Request for broken road at city.,Neutral,roads,,
Request for broken road at city.,Neutral,roads,,
Request for broken road at hospital area.,Neutral,roads,,
Request for broken road at main road.,Neutral,roads,,
Request for broken road at market area.,Neutral,roads,,
Request for broken road at market area.,Neutral,roads,,
Request for broken road at school zone.,Neutral,roads,,
Request for broken road at village.,Neutral,roads,,
Request for building public library at bus stand.,Neutral,civil,,
Request for building public library at bus stand.,Neutral,civil,,
Request for building public library at bus stand.,Neutral,civil,,
Request for building public library at hospital area.,Neutral,civil,,
Request for building public library at main road.,Neutral,roads,,
Request for building public library at main road.,Neutral,roads,,
Request for building public library at market area.,Neutral,civil,,
Request for building public library at school zone.,Neutral,civil,,
Request for building public library at school zone.,Neutral,civil,,
Request for building public library at town.,Neutral,civil,,
Request for bus stand crowding at main road.,Neutral,roads,,
Request for bus stand crowding at main road.,Neutral,roads,,
Request for construction of bus stand at bus stand.,Neutral,civil,,
Request for construction of bus stand at city.,Neutral,civil,,
Request for construction of bus stand at highway.,Neutral,roads,,
Request for construction of bus stand at market area.,Neutral,civil,,
Request for construction of bus stand at school zone.,Neutral,civil,,
Request for construction of bus stand at school zone.,Neutral,civil,,
Request for construction of bus stand at school zone.,Neutral,civil,,
Request for construction of bus stand at town.,Neutral,civil,,
Request for electricity outage at main road.,Neutral,electricity,,
Request for electricity outage at market area.,Neutral,electricity,,
Request for electricity outage at residential colony.,Neutral,electricity,,
Request for electricity outage at school zone.,Neutral,electricity,,
Request for garbage pileup at bus stand.,Neutral,sanitation,,
Request for garbage pileup at bus stand.,Neutral,sanitation,,
Request for garbage pileup at city.,Neutral,sanitation,,
Request for garbage pileup at main road.,Neutral,roads,,
Request for garbage pileup at main road.,Neutral,roads,,
Request for garbage pileup at market area.,Neutral,sanitation,,
Request for garbage pileup at school zone.,Neutral,sanitation,,
Request for garbage pileup at school zone.,Neutral,sanitation,,
Request for hospital medicine shortage at main road.,Neutral,roads,,
Request for need new school at highway.,Neutral,roads,,
Request for need new school at highway.,Neutral,roads,,
Request for need overhead water tank at market area.,Neutral,water,,
Request for need overhead water tank at town.,Neutral,water,,
Request for need overhead water tank at town.,Neutral,water,,
Request for need overhead water tank at village.,Neutral,water,,
Request for public toilet maintenance at main road.,Neutral,roads,,
Request for public toilet maintenance at main road.,Neutral,roads,,
Request for public toilet maintenance at main road.,Neutral,roads,,
Request for school building damage at city.,Neutral,civil,,
Request for school building damage at hospital area.,Neutral,civil,,
Request for school building damage at hospital area.,Neutral,civil,,
Request for school building damage at market area.,Neutral,civil,,
Request for school building damage at residential colony.,Neutral,civil,,
Request for sewage overflow at bus stand.,Neutral,water,,
Request for sewage overflow at city.,Neutral,water,,
Request for sewage overflow at market area.,Neutral,water,,
Request for sewage overflow at town.,Neutral,water,,
Request for sewage overflow at town.,Neutral,water,,
Request for sewage overflow at village.,Neutral,water,,
Request for sports ground request at highway.,Neutral,roads,,
Request for sports ground request at highway.,Neutral,roads,,
Request for sports ground request at highway.,Neutral,roads,,
Request for streetlight failure at highway.,Neutral,roads,,
Request for streetlight failure at highway.,Neutral,roads,,
Request for streetlight failure at main road.,Neutral,roads,,
Request for water supply shortage at city.,Neutral,water,,
Request for water supply shortage at highway.,Neutral,water,,
Request for water supply shortage at highway.,Neutral,water,,
Request for water supply shortage at highway.,Neutral,water,,
Request for water supply shortage at highway.,Neutral,water,,
Request for water supply shortage at hospital area.,Neutral,water,,
Request for water supply shortage at hospital area.,Neutral,water,,
Request for water supply shortage at market area.,Neutral,water,,
Request for water supply shortage at residential colony.,Neutral,water,,
Request for water supply shortage at school zone.,Neutral,water,,
Request for water supply shortage at town.,Neutral,water,,
Request for water supply shortage at village.,Neutral,water,,
Suggestion to resolve broken road in bus stand.,Neutral,roads,,
Suggestion to resolve broken road in city.,Neutral,roads,,
Suggestion to resolve broken road in city.,Neutral,roads,,
Suggestion to resolve broken road in hospital area.,Neutral,roads,,
Suggestion to resolve broken road in hospital area.,Neutral,roads,,
Suggestion to resolve broken road in market area.,Neutral,roads,,
Suggestion to resolve broken road in market area.,Neutral,roads,,
Suggestion to resolve broken road in town.,Neutral,roads,,
Suggestion to resolve broken road in village.,Neutral,roads,,
Suggestion to resolve building public library in city.,Neutral,civil,,
Suggestion to resolve building public library in highway.,Neutral,roads,,
Suggestion to resolve building public library in hospital area.,Neutral,civil,,
Suggestion to resolve building public library in hospital area.,Neutral,civil,,
Suggestion to resolve building public library in main road.,Neutral,roads,,
Suggestion to resolve building public library in village.,Neutral,civil,,
Suggestion to resolve building public library in village.,Neutral,civil,,
Suggestion to resolve bus stand crowding in highway.,Neutral,roads,,
Suggestion to resolve bus stand crowding in main road.,Neutral,roads,,
Suggestion to resolve construction of bus stand in bus stand.,Neutral,civil,,
Suggestion to resolve construction of bus stand in town.,Neutral,civil,,
Suggestion to resolve construction of bus stand in village.,Neutral,civil,,
Suggestion to resolve electricity outage in bus stand.,Neutral,electricity,,
Suggestion to resolve electricity outage in main road.,Neutral,electricity,,
Suggestion to resolve electricity outage in main road.,Neutral,electricity,,
Suggestion to resolve electricity outage in school zone.,Neutral,electricity,,
Suggestion to resolve electricity outage in town.,Neutral,electricity,,
Suggestion to resolve electricity outage in village.,Neutral,electricity,,
Suggestion to resolve garbage pileup in highway.,Neutral,roads,,
Suggestion to resolve garbage pileup in hospital area.,Neutral,sanitation,,
Suggestion to resolve garbage pileup in main road.,Neutral,roads,,
Suggestion to resolve garbage pileup in main road.,Neutral,roads,,
Suggestion to resolve garbage pileup in main road.,Neutral,roads,,
Suggestion to resolve garbage pileup in market area.,Neutral,sanitation,,
Suggestion to resolve garbage pileup in market area.,Neutral,sanitation,,
Suggestion to resolve garbage pileup in school zone.,Neutral,sanitation,,
Suggestion to resolve need new school in main road.,Neutral,roads,,
Suggestion to resolve need overhead water tank in bus stand.,Neutral,water,,
Suggestion to resolve need overhead water tank in bus stand.,Neutral,water,,
Suggestion to resolve need overhead water tank in city.,Neutral,water,,
Suggestion to resolve need overhead water tank in highway.,Neutral,water,,
Suggestion to resolve need overhead water tank in highway.,Neutral,water,,
Suggestion to resolve need overhead water tank in hospital area.,Neutral,water,,
Suggestion to resolve need overhead water tank in hospital area.,Neutral,water,,
Suggestion to resolve need overhead water tank in market area.,Neutral,water,,
Suggestion to resolve need overhead water tank in residential colony.,Neutral,water,,
Suggestion to resolve need overhead water tank in school zone.,Neutral,water,,
Suggestion to resolve need overhead water tank in town.,Neutral,water,,
Suggestion to resolve need overhead water tank in town.,Neutral,water,,
Suggestion to resolve need overhead water tank in town.,Neutral,water,,
Suggestion to resolve need overhead water tank in village.,Neutral,water,,
Suggestion to resolve public toilet maintenance in main road.,Neutral,roads,,
Suggestion to resolve public toilet maintenance in main road.,Neutral,roads,,
Suggestion to resolve school building damage in bus stand.,Neutral,civil,,
Suggestion to resolve school building damage in city.,Neutral,civil,,
Suggestion to resolve school building damage in highway.,Neutral,roads,,
Suggestion to resolve school building damage in highway.,Neutral,roads,,
Suggestion to resolve school building damage in hospital area.,Neutral,civil,,
Suggestion to resolve school building damage in market area.,Neutral,civil,,
Suggestion to resolve school building damage in village.,Neutral,civil,,
Suggestion to resolve school building damage in village.,Neutral,civil,,
Suggestion to resolve sewage overflow in bus stand.,Neutral,water,,
Suggestion to resolve sewage overflow in highway.,Neutral,water,,
Suggestion to resolve sewage overflow in hospital area.,Neutral,water,,
Suggestion to resolve sewage overflow in hospital area.,Neutral,water,,
Suggestion to resolve sewage overflow in main road.,Neutral,water,,
Suggestion to resolve sewage overflow in market area.,Neutral,water,,
Suggestion to resolve sewage overflow in market area.,Neutral,water,,
Suggestion to resolve sewage overflow in school zone.,Neutral,water,,
Suggestion to resolve solar street lights installation in highway.,Neutral,roads,,
Suggestion to resolve solar street lights installation in highway.,Neutral,roads,,
Suggestion to resolve solar street lights installation in highway.,Neutral,roads,,
Suggestion to resolve sports ground request in highway.,Neutral,roads,,
Suggestion to resolve sports ground request in highway.,Neutral,roads,,
Suggestion to resolve sports ground request in main road.,Neutral,roads,,
Suggestion to resolve streetlight failure in highway.,Neutral,roads,,
Suggestion to resolve water supply shortage in bus stand.,Neutral,water,,
Suggestion to resolve water supply shortage in city.,Neutral,water,,
Suggestion to resolve water supply shortage in hospital area.,Neutral,water,,
Suggestion to resolve water supply shortage in market area.,Neutral,water,,
Suggestion to resolve water supply shortage in residential colony.,Neutral,water,,
Suggestion to resolve water supply shortage in residential colony.,Neutral,water,,
Suggestion to resolve water supply shortage in school zone.,Neutral,water,,
Suggestion to resolve water supply shortage in town.,Neutral,water,,
Suggestion to resolve water supply shortage in town.,Neutral,water,,
Suggestion to resolve water supply shortage in village.,Neutral,water,,
Suggestion to resolve water supply shortage in village.,Neutral,water,,
broken road has created unsafe conditions in hospital area. Needs urgent fix.,Urgent,roads,,
broken road has created unsafe conditions in residential colony. Needs urgent fix.,Urgent,roads,,
broken road has created unsafe conditions in school zone. Needs urgent fix.,Urgent,roads,,
broken road has created unsafe conditions in school zone. Needs urgent fix.,Urgent,roads,,
building public library has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
building public library has created unsafe conditions in residential colony. Needs urgent fix.,Urgent,civil,,
building public library has created unsafe conditions in residential colony. Needs urgent fix.,Urgent,civil,,
building public library has created unsafe conditions in school zone. Needs urgent fix.,Urgent,civil,,
building public library has created unsafe conditions in town. Needs urgent fix.,Urgent,civil,,
building public library has created unsafe conditions in town. Needs urgent fix.,Urgent,civil,,
building public library has created unsafe conditions in village. Needs urgent fix.,Urgent,civil,,
bus stand crowding has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
bus stand crowding has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
bus stand crowding has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
construction of bus stand has created unsafe conditions in bus stand. Needs urgent fix.,Urgent,civil,,
construction of bus stand has created unsafe conditions in bus stand. Needs urgent fix.,Urgent,civil,,
construction of bus stand has created unsafe conditions in city. Needs urgent fix.,Urgent,civil,,
construction of bus stand has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
construction of bus stand has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
construction of bus stand has created unsafe conditions in hospital area. Needs urgent fix.,Urgent,civil,,
construction of bus stand has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
construction of bus stand has created unsafe conditions in market area. Needs urgent fix.,Urgent,civil,,
construction of bus stand has created unsafe conditions in village. Needs urgent fix.,Urgent,civil,,
electricity outage has created unsafe conditions in bus stand. Needs urgent fix.,Urgent,electricity,,
electricity outage has created unsafe conditions in highway. Needs urgent fix.,Urgent,electricity,,
electricity outage has created unsafe conditions in highway. Needs urgent fix.,Urgent,electricity,,
electricity outage has created unsafe conditions in residential colony. Needs urgent fix.,Urgent,electricity,,
electricity outage has created unsafe conditions in town. Needs urgent fix.,Urgent,electricity,,
electricity outage has created unsafe conditions in village. Needs urgent fix.,Urgent,electricity,,
garbage pileup has created unsafe conditions in bus stand. Needs urgent fix.,Urgent,sanitation,,
garbage pileup has created unsafe conditions in city. Needs urgent fix.,Urgent,sanitation,,
garbage pileup has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
garbage pileup has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
garbage pileup has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
garbage pileup has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
garbage pileup has created unsafe conditions in market area. Needs urgent fix.,Urgent,sanitation,,
garbage pileup has created unsafe conditions in market area. Needs urgent fix.,Urgent,sanitation,,
garbage pileup has created unsafe conditions in residential colony. Needs urgent fix.,Urgent,sanitation,,
garbage pileup has created unsafe conditions in school zone. Needs urgent fix.,Urgent,sanitation,,
garbage pileup has created unsafe conditions in village. Needs urgent fix.,Urgent,sanitation,,
garbage pileup has created unsafe conditions in village. Needs urgent fix.,Urgent,sanitation,,
Immediate action required: broken road in city.,Urgent,roads,,
Immediate action required: broken road in city.,Urgent,roads,,
Immediate action required: broken road in highway.,Urgent,roads,,
Immediate action required: broken road in hospital area.,Urgent,roads,,
Immediate action required: broken road in main road.,Urgent,roads,,
Immediate action required: broken road in main road.,Urgent,roads,,
Immediate action required: broken road in market area.,Urgent,roads,,
Immediate action required: broken road in market area.,Urgent,roads,,
Immediate action required: broken road in residential colony.,Urgent,roads,,
Immediate action required: broken road in residential colony.,Urgent,roads,,
Immediate action required: broken road in school zone.,Urgent,roads,,
Immediate action required: broken road in town.,Urgent,roads,,
Immediate action required: broken road in village.,Urgent,roads,,
Immediate action required: building public library in hospital area.,Urgent,civil,,
Immediate action required: building public library in hospital area.,Urgent,civil,,
Immediate action required: building public library in village.,Urgent,civil,,
Immediate action required: building public library in village.,Urgent,civil,,
Immediate action required: bus stand crowding in main road.,Urgent,roads,,
Immediate action required: bus stand crowding in main road.,Urgent,roads,,
Immediate action required: construction of bus stand in bus stand.,Urgent,civil,,
Immediate action required: construction of bus stand in main road.,Urgent,roads,,
Immediate action required: construction of bus stand in main road.,Urgent,roads,,
Immediate action required: construction of bus stand in main road.,Urgent,roads,,
Immediate action required: construction of bus stand in main road.,Urgent,roads,,
Immediate action required: construction of bus stand in residential colony.,Urgent,civil,,
Immediate action required: construction of bus stand in school zone.,Urgent,civil,,
Immediate action required: construction of bus stand in town.,Urgent,civil,,
Immediate action required: construction of bus stand in village.,Urgent,civil,,
Immediate action required: construction of bus stand in village.,Urgent,civil,,
Immediate action required: electricity outage in bus stand.,Urgent,electricity,,
Immediate action required: electricity outage in bus stand.,Urgent,electricity,,
Immediate action required: electricity outage in bus stand.,Urgent,electricity,,
Immediate action required: electricity outage in hospital area.,Urgent,electricity,,
Immediate action required: electricity outage in market area.,Urgent,electricity,,
Immediate action required: electricity outage in residential colony.,Urgent,electricity,,
Immediate action required: electricity outage in town.,Urgent,electricity,,
Immediate action required: electricity outage in town.,Urgent,electricity,,
Immediate action required: garbage pileup in bus stand.,Urgent,sanitation,,
Immediate action required: garbage pileup in main road.,Urgent,roads,,
Immediate action required: garbage pileup in market area.,Urgent,sanitation,,
Immediate action required: garbage pileup in market area.,Urgent,sanitation,,
Immediate action required: garbage pileup in residential colony.,Urgent,sanitation,,
Immediate action required: garbage pileup in village.,Urgent,sanitation,,
Immediate action required: hospital medicine shortage in main road.,Urgent,roads,,
Immediate action required: need overhead water tank in city.,Urgent,water,,
Immediate action required: need overhead water tank in highway.,Urgent,water,,
Immediate action required: need overhead water tank in hospital area.,Urgent,water,,
Immediate action required: need overhead water tank in market area.,Urgent,water,,
Immediate action required: need overhead water tank in school zone.,Urgent,water,,
Immediate action required: need overhead water tank in school zone.,Urgent,water,,
Immediate action required: need overhead water tank in village.,Urgent,water,,
Immediate action required: need overhead water tank in village.,Urgent,water,,
Immediate action required: public toilet maintenance in highway.,Urgent,roads,,
Immediate action required: public toilet maintenance in main road.,Urgent,roads,,
Immediate action required: school building damage in highway.,Urgent,roads,,
Immediate action required: school building damage in highway.,Urgent,roads,,
Immediate action required: school building damage in main road.,Urgent,roads,,
Immediate action required: school building damage in residential colony.,Urgent,civil,,
Immediate action required: school building damage in town.,Urgent,civil,,
Immediate action required: school building damage in town.,Urgent,civil,,
Immediate action required: sewage overflow in bus stand.,Urgent,water,,
Immediate action required: sewage overflow in city.,Urgent,water,,
Immediate action required: sewage overflow in highway.,Urgent,water,,
Immediate action required: sewage overflow in hospital area.,Urgent,water,,
Immediate action required: sewage overflow in main road.,Urgent,water,,
Immediate action required: sewage overflow in main road.,Urgent,water,,
Immediate action required: sewage overflow in residential colony.,Urgent,water,,
Immediate action required: sewage overflow in school zone.,Urgent,water,,
Immediate action required: sewage overflow in town.,Urgent,water,,
Immediate action required: sewage overflow in village.,Urgent,water,,
Immediate action required: sports ground request in highway.,Urgent,roads,,
Immediate action required: sports ground request in highway.,Urgent,roads,,
Immediate action required: streetlight failure in highway.,Urgent,roads,,
Immediate action required: water supply shortage in market area.,Urgent,water,,
Immediate action required: water supply shortage in market area.,Urgent,water,,
Immediate action required: water supply shortage in residential colony.,Urgent,water,,
Immediate action required: water supply shortage in school zone.,Urgent,water,,
Immediate action required: water supply shortage in school zone.,Urgent,water,,
Immediate action required: water supply shortage in school zone.,Urgent,water,,
Immediate action required: water supply shortage in town.,Urgent,water,,
Immediate action required: water supply shortage in village.,Urgent,water,,
Immediate action required: water supply shortage in village.,Urgent,water,,
need new school has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent,water,,
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent,water,,
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent,water,,
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent,water,,
need overhead water tank has created unsafe conditions in market area. Needs urgent fix.,Urgent,water,,
need overhead water tank has created unsafe conditions in school zone. Needs urgent fix.,Urgent,water,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
