text,pred_dept,pred_conf
Suggestion to resolve streetlight failure in city.,roads,0.6010809321044388
Suggestion to resolve streetlight failure in hospital area.,roads,0.5033113631609417
Suggestion to resolve streetlight failure in hospital area.,roads,0.5033113631609417
Suggestion to resolve streetlight failure in hospital area.,roads,0.5033113631609417
Suggestion to resolve streetlight failure in hospital area.,roads,0.5033113631609417
Suggestion to resolve streetlight failure in hospital area.,roads,0.5033113631609417
Suggestion to resolve streetlight failure in market area.,roads,0.46350583370808285
Suggestion to resolve streetlight failure in village.,roads,0.5632674912285393
bus stand crowding has created unsafe conditions in city. Needs urgent fix.,civil,0.8260264308938067
bus stand crowding has created unsafe conditions in hospital area. Needs urgent fix.,civil,0.8414692436748857
bus stand crowding has created unsafe conditions in hospital area. Needs urgent fix.,civil,0.8414692436748857
bus stand crowding has created unsafe conditions in market area. Needs urgent fix.,civil,0.8380779072873593
bus stand crowding has created unsafe conditions in market area. Needs urgent fix.,civil,0.8380779072873593
bus stand crowding has created unsafe conditions in residential colony. Needs urgent fix.,civil,0.8276209689333598
bus stand crowding has created unsafe conditions in residential colony. Needs urgent fix.,civil,0.8276209689333598
bus stand crowding has created unsafe conditions in school zone. Needs urgent fix.,civil,0.8038782355937233
bus stand crowding has created unsafe conditions in village. Needs urgent fix.,civil,0.8332735984514107
bus stand crowding has created unsafe conditions in village. Needs urgent fix.,civil,0.8332735984514107
hospital medicine shortage has created unsafe conditions in market area. Needs urgent fix.,civil,0.37289755637668404
hospital medicine shortage has created unsafe conditions in school zone. Needs urgent fix.,roads,0.42860362556533405
hospital medicine shortage has created unsafe conditions in town. Needs urgent fix.,civil,0.4216371303471605
hospital medicine shortage has created unsafe conditions in village. Needs urgent fix.,civil,0.3815018368389996
Immediate action required: bus stand crowding in bus stand.,civil,0.8048568494881603
Immediate action required: bus stand crowding in city.,civil,0.7898072470038567
Immediate action required: bus stand crowding in city.,civil,0.7898072470038567
Immediate action required: bus stand crowding in residential colony.,civil,0.8393031536621117
Immediate action required: bus stand crowding in school zone.,civil,0.8421276273916417
Immediate action required: bus stand crowding in school zone.,civil,0.8421276273916417
Immediate action required: bus stand crowding in village.,civil,0.8202002726622565
Immediate action required: hospital medicine shortage in bus stand.,roads,0.5509106758750472
Immediate action required: hospital medicine shortage in city.,roads,0.5962896318335997
Immediate action required: hospital medicine shortage in city.,roads,0.5962896318335997
Immediate action required: hospital medicine shortage in market area.,roads,0.45339480800756093
Immediate action required: hospital medicine shortage in residential colony.,roads,0.4597145631894964
Immediate action required: hospital medicine shortage in school zone.,roads,0.45918569693823663
Immediate action required: hospital medicine shortage in school zone.,roads,0.45918569693823663
Immediate action required: need new school in bus stand.,civil,0.5681872282364507
Immediate action required: need new school in city.,civil,0.47582262489582217
Immediate action required: need new school in hospital area.,civil,0.5766766181389013
Immediate action required: need new school in market area.,civil,0.5881732263113844
Immediate action required: need new school in town.,civil,0.5517068384044506
Immediate action required: public toilet maintenance in bus stand.,roads,0.5131849565758849
Immediate action required: public toilet maintenance in city.,roads,0.576889442625487
Immediate action required: public toilet maintenance in hospital area.,roads,0.4782318150740353
Immediate action required: public toilet maintenance in market area.,civil,0.46639054563774546
Immediate action required: public toilet maintenance in school zone.,civil,0.48756413935998805
Immediate action required: public toilet maintenance in school zone.,civil,0.48756413935998805
Immediate action required: public toilet maintenance in school zone.,civil,0.48756413935998805
Immediate action required: public toilet maintenance in village.,roads,0.5357686302203616
Immediate action required: solar street lights installation in bus stand.,roads,0.7963354954428971
Immediate action required: solar street lights installation in city.,roads,0.8323481334758522
Immediate action required: solar street lights installation in market area.,roads,0.7462422746358395
Immediate action required: solar street lights installation in market area.,roads,0.7462422746358395
Immediate action required: solar street lights installation in residential colony.,roads,0.742201061839575
Immediate action required: solar street lights installation in residential colony.,roads,0.742201061839575
Immediate action required: solar street lights installation in residential colony.,roads,0.742201061839575
Immediate action required: solar street lights installation in residential colony.,roads,0.742201061839575
Immediate action required: solar street lights installation in school zone.,roads,0.7430108975517776
Immediate action required: solar street lights installation in town.,roads,0.8119197995337712
Immediate action required: solar street lights installation in town.,roads,0.8119197995337712
Immediate action required: solar street lights installation in village.,roads,0.8157890867513852
Immediate action required: solar street lights installation in village.,roads,0.8157890867513852
Immediate action required: sports ground request in bus stand.,roads,0.6876865718353763
Immediate action required: sports ground request in hospital area.,roads,0.6452068778171601
Immediate action required: sports ground request in residential colony.,roads,0.6096772315529153
Immediate action required: sports ground request in school zone.,roads,0.6096660950601711
Immediate action required: sports ground request in school zone.,roads,0.6096660950601711
Immediate action required: sports ground request in town.,roads,0.6966872723300767
Immediate action required: streetlight failure in bus stand.,roads,0.5757800896418908
Immediate action required: streetlight failure in hospital area.,roads,0.5284532842818737
Immediate action required: streetlight failure in hospital area.,roads,0.5284532842818737
Immediate action required: streetlight failure in market area.,roads,0.4877463663258578
Immediate action required: streetlight failure in residential colony.,roads,0.4898976170267966
Immediate action required: streetlight failure in residential colony.,roads,0.4898976170267966
Immediate action required: streetlight failure in school zone.,roads,0.4898446077758023
Immediate action required: streetlight failure in school zone.,roads,0.4898446077758023
Immediate action required: streetlight failure in village.,roads,0.5885674923761264
need new school has created unsafe conditions in bus stand. Needs urgent fix.,civil,0.7139693906014505
need new school has created unsafe conditions in city. Needs urgent fix.,civil,0.6209606963866816
need new school has created unsafe conditions in village. Needs urgent fix.,civil,0.6446031112174012
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to bus stand crowding. Request urgent solution.,civil,0.7420721491847743
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,roads,0.6169738730023178
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to need new school. Request urgent solution.,roads,0.43470723170481634
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to public toilet maintenance. Request urgent solution.,roads,0.5081202808151807
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to solar street lights installation. Request urgent solution.,roads,0.7768079337755697
Public facing severe issues due to sports ground request. Request urgent solution.,roads,0.6260143091193556
Public facing severe issues due to sports ground request. Request urgent solution.,roads,0.6260143091193556
Public facing severe issues due to sports ground request. Request urgent solution.,roads,0.6260143091193556
Public facing severe issues due to sports ground request. Request urgent solution.,roads,0.6260143091193556
Public facing severe issues due to sports ground request. Request urgent solution.,roads,0.6260143091193556
Public facing severe issues due to sports ground request. Request urgent solution.,roads,0.6260143091193556
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
Public facing severe issues due to streetlight failure. Request urgent solution.,roads,0.5516241721595124
public toilet maintenance has created unsafe conditions in bus stand. Needs urgent fix.,civil,0.6797822129452985
public toilet maintenance has created unsafe conditions in city. Needs urgent fix.,civil,0.5904176160447722
public toilet maintenance has created unsafe conditions in hospital area. Needs urgent fix.,civil,0.6172550536876579
public toilet maintenance has created unsafe conditions in residential colony. Needs urgent fix.,civil,0.625946020891942
public toilet maintenance has created unsafe conditions in school zone. Needs urgent fix.,civil,0.5832269702204155
"Serious problem of hospital medicine shortage in city, kindly resolve immediately.",roads,0.4679246521110072
"Serious problem of hospital medicine shortage in city, kindly resolve immediately.",roads,0.4679246521110072
"Serious problem of hospital medicine shortage in residential colony, kindly resolve immediately.",civil,0.426401964928009
"Serious problem of hospital medicine shortage in school zone, kindly resolve immediately.",civil,0.4756472550106409
"Serious problem of hospital medicine shortage in school zone, kindly resolve immediately.",civil,0.4756472550106409
"Serious problem of need new school in bus stand, kindly resolve immediately.",civil,0.6128014766848653
"Serious problem of need new school in hospital area, kindly resolve immediately.",civil,0.6424208772299833
"Serious problem of need new school in hospital area, kindly resolve immediately.",civil,0.6424208772299833
"Serious problem of need new school in market area, kindly resolve immediately.",civil,0.6445975142591602
"Serious problem of need new school in school zone, kindly resolve immediately.",civil,0.6729406778259119
"Serious problem of need new school in school zone, kindly resolve immediately.",civil,0.6729406778259119
"Serious problem of need new school in town, kindly resolve immediately.",civil,0.6845965618584309
"Serious problem of need new school in village, kindly resolve immediately.",civil,0.6199730793228374
"Serious problem of public toilet maintenance in bus stand, kindly resolve immediately.",civil,0.5039823361734047
"Serious problem of public toilet maintenance in city, kindly resolve immediately.",civil,0.510649722343458
"Serious problem of public toilet maintenance in hospital area, kindly resolve immediately.",civil,0.5352975664842012
"Serious problem of public toilet maintenance in hospital area, kindly resolve immediately.",civil,0.5352975664842012
"Serious problem of public toilet maintenance in market area, kindly resolve immediately.",civil,0.5497847460886843
"Serious problem of public toilet maintenance in market area, kindly resolve immediately.",civil,0.5497847460886843
"Serious problem of public toilet maintenance in town, kindly resolve immediately.",civil,0.5806489139903732
"Serious problem of public toilet maintenance in town, kindly resolve immediately.",civil,0.5806489139903732
"Serious problem of solar street lights installation in bus stand, kindly resolve immediately.",roads,0.7168602395356088
"Serious problem of solar street lights installation in bus stand, kindly resolve immediately.",roads,0.7168602395356088
"Serious problem of solar street lights installation in market area, kindly resolve immediately.",roads,0.6714790087721854
"Serious problem of solar street lights installation in market area, kindly resolve immediately.",roads,0.6714790087721854
"Serious problem of solar street lights installation in market area, kindly resolve immediately.",roads,0.6714790087721854
"Serious problem of solar street lights installation in residential colony, kindly resolve immediately.",roads,0.6641375001423081
"Serious problem of solar street lights installation in residential colony, kindly resolve immediately.",roads,0.6641375001423081
"Serious problem of sports ground request in city, kindly resolve immediately.",roads,0.5507885922486583
"Serious problem of sports ground request in hospital area, kindly resolve immediately.",roads,0.5372858998828066
"Serious problem of sports ground request in hospital area, kindly resolve immediately.",roads,0.5372858998828066
"Serious problem of sports ground request in market area, kindly resolve immediately.",roads,0.5042249245539313
"Serious problem of sports ground request in school zone, kindly resolve immediately.",roads,0.46518883490815216
"Serious problem of sports ground request in town, kindly resolve immediately.",roads,0.5036926761883841
"Serious problem of sports ground request in town, kindly resolve immediately.",roads,0.5036926761883841
"Serious problem of sports ground request in town, kindly resolve immediately.",roads,0.5036926761883841
"Serious problem of sports ground request in town, kindly resolve immediately.",roads,0.5036926761883841
"Serious problem of streetlight failure in city, kindly resolve immediately.",roads,0.45806791910771755
"Serious problem of streetlight failure in hospital area, kindly resolve immediately.",civil,0.4455872061610206
"Serious problem of streetlight failure in residential colony, kindly resolve immediately.",civil,0.4581583176497221
"Serious problem of streetlight failure in school zone, kindly resolve immediately.",civil,0.5073128006919321
solar street lights installation has created unsafe conditions in bus stand. Needs urgent fix.,roads,0.5941162950679831
solar street lights installation has created unsafe conditions in bus stand. Needs urgent fix.,roads,0.5941162950679831
solar street lights installation has created unsafe conditions in city. Needs urgent fix.,roads,0.636721408541726
solar street lights installation has created unsafe conditions in market area. Needs urgent fix.,roads,0.5952131598472459
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,roads,0.5920610881683441
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,roads,0.5920610881683441
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,roads,0.5920610881683441
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,roads,0.5920610881683441
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,roads,0.5920610881683441
solar street lights installation has created unsafe conditions in school zone. Needs urgent fix.,roads,0.6270295017119932
solar street lights installation has created unsafe conditions in school zone. Needs urgent fix.,roads,0.6270295017119932
solar street lights installation has created unsafe conditions in school zone. Needs urgent fix.,roads,0.6270295017119932
sports ground request has created unsafe conditions in market area. Needs urgent fix.,roads,0.41506312204915
sports ground request has created unsafe conditions in market area. Needs urgent fix.,roads,0.41506312204915
sports ground request has created unsafe conditions in market area. Needs urgent fix.,roads,0.41506312204915
sports ground request has created unsafe conditions in residential colony. Needs urgent fix.,roads,0.43868803330473644
sports ground request has created unsafe conditions in school zone. Needs urgent fix.,roads,0.4835957933030915
streetlight failure has created unsafe conditions in hospital area. Needs urgent fix.,civil,0.477473044841376
streetlight failure has created unsafe conditions in town. Needs urgent fix.,civil,0.5260510815651411
Urgent complaint regarding bus stand crowding. Needs quick attention at city.,civil,0.7488945696589896
Urgent complaint regarding bus stand crowding. Needs quick attention at hospital area.,civil,0.8024694289507579
Urgent complaint regarding bus stand crowding. Needs quick attention at hospital area.,civil,0.8024694289507579
Urgent complaint regarding bus stand crowding. Needs quick attention at hospital area.,civil,0.8024694289507579
Urgent complaint regarding bus stand crowding. Needs quick attention at school zone.,civil,0.7883132808960878
Urgent complaint regarding bus stand crowding. Needs quick attention at town.,civil,0.8000430687097245
Urgent complaint regarding bus stand crowding. Needs quick attention at town.,civil,0.8000430687097245
Urgent complaint regarding bus stand crowding. Needs quick attention at town.,civil,0.8000430687097245
Urgent complaint regarding hospital medicine shortage. Needs quick attention at bus stand.,roads,0.45065281201533053
Urgent complaint regarding hospital medicine shortage. Needs quick attention at city.,roads,0.5350282553181939
Urgent complaint regarding hospital medicine shortage. Needs quick attention at hospital area.,roads,0.42617197835413223
Urgent complaint regarding hospital medicine shortage. Needs quick attention at residential colony.,roads,0.44312903524508007
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,roads,0.4728950746944974
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,roads,0.4728950746944974
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,roads,0.4728950746944974
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,roads,0.4728950746944974
Urgent complaint regarding hospital medicine shortage. Needs quick attention at village.,roads,0.5149050894613089
Urgent complaint regarding need new school. Needs quick attention at bus stand.,civil,0.6671085476008675
Urgent complaint regarding need new school. Needs quick attention at hospital area.,civil,0.6291259638079411
Urgent complaint regarding need new school. Needs quick attention at hospital area.,civil,0.6291259638079411
Urgent complaint regarding need new school. Needs quick attention at hospital area.,civil,0.6291259638079411
Urgent complaint regarding need new school. Needs quick attention at hospital area.,civil,0.6291259638079411
Urgent complaint regarding need new school. Needs quick attention at school zone.,civil,0.5997246514681941
Urgent complaint regarding need new school. Needs quick attention at town.,civil,0.6012746356638395
Urgent complaint regarding need new school. Needs quick attention at town.,civil,0.6012746356638395
Urgent complaint regarding public toilet maintenance. Needs quick attention at bus stand.,civil,0.5789897080013797
Urgent complaint regarding public toilet maintenance. Needs quick attention at bus stand.,civil,0.5789897080013797
Urgent complaint regarding public toilet maintenance. Needs quick attention at school zone.,civil,0.537136973267265
Urgent complaint regarding public toilet maintenance. Needs quick attention at town.,civil,0.5180114468316545
Urgent complaint regarding public toilet maintenance. Needs quick attention at town.,civil,0.5180114468316545
Urgent complaint regarding public toilet maintenance. Needs quick attention at village.,civil,0.46965122115560504
Urgent complaint regarding public toilet maintenance. Needs quick attention at village.,civil,0.46965122115560504
Urgent complaint regarding solar street lights installation. Needs quick attention at bus stand.,roads,0.7373040521079877
Urgent complaint regarding solar street lights installation. Needs quick attention at hospital area.,roads,0.7185193769566304
Urgent complaint regarding solar street lights installation. Needs quick attention at hospital area.,roads,0.7185193769566304
Urgent complaint regarding solar street lights installation. Needs quick attention at market area.,roads,0.7015598547964291
Urgent complaint regarding solar street lights installation. Needs quick attention at market area.,roads,0.7015598547964291
Urgent complaint regarding solar street lights installation. Needs quick attention at village.,roads,0.7929059566685083
Urgent complaint regarding sports ground request. Needs quick attention at bus stand.,roads,0.46631867628339024
Urgent complaint regarding sports ground request. Needs quick attention at city.,roads,0.5796656106120682
Urgent complaint regarding sports ground request. Needs quick attention at hospital area.,roads,0.4385703176811118
Urgent complaint regarding sports ground request. Needs quick attention at school zone.,roads,0.4695393666910177
Urgent complaint regarding sports ground request. Needs quick attention at school zone.,roads,0.4695393666910177
Urgent complaint regarding sports ground request. Needs quick attention at school zone.,roads,0.4695393666910177
Urgent complaint regarding sports ground request. Needs quick attention at town.,roads,0.503818072226144
Urgent complaint regarding sports ground request. Needs quick attention at town.,roads,0.503818072226144
Urgent complaint regarding streetlight failure. Needs quick attention at bus stand.,roads,0.4867217200764164
Urgent complaint regarding streetlight failure. Needs quick attention at city.,roads,0.5786081456401527
Urgent complaint regarding streetlight failure. Needs quick attention at city.,roads,0.5786081456401527
Urgent complaint regarding streetlight failure. Needs quick attention at hospital area.,roads,0.45777362935078253
Urgent complaint regarding streetlight failure. Needs quick attention at hospital area.,roads,0.45777362935078253
Urgent complaint regarding streetlight failure. Needs quick attention at market area.,roads,0.43597910980098725
Urgent complaint regarding streetlight failure. Needs quick attention at market area.,roads,0.43597910980098725
Urgent complaint regarding streetlight failure. Needs quick attention at residential colony.,roads,0.4783078157049059
Urgent complaint regarding streetlight failure. Needs quick attention at residential colony.,roads,0.4783078157049059
Urgent complaint regarding streetlight failure. Needs quick attention at residential colony.,roads,0.4783078157049059
Urgent complaint regarding streetlight failure. Needs quick attention at school zone.,roads,0.4856127402154395
Urgent complaint regarding streetlight failure. Needs quick attention at village.,roads,0.560102559751042
Urgent complaint regarding streetlight failure. Needs quick attention at village.,roads,0.560102559751042
Urgent complaint regarding streetlight failure. Needs quick attention at village.,roads,0.560102559751042
