text,label
Request for new project regarding public toilet maintenance in residential colony.,Later
Request for new project regarding public toilet maintenance in residential colony.,Later
Request for new project regarding public toilet maintenance in town.,Later
Request for new project regarding public toilet maintenance in town.,Later
Request for new project regarding public toilet maintenance in village.,Later
Request for new project regarding public toilet maintenance in village.,Later
Request for new project regarding public toilet maintenance in village.,Later
Request for new project regarding public toilet maintenance in village.,Later
Request for new project regarding school building damage in city.,Later
Request for new project regarding school building damage in highway.,Later
Request for new project regarding school building damage in main road.,Later
Request for new project regarding school building damage in market area.,Later
Request for new project regarding school building damage in market area.,Later
Request for new project regarding school building damage in residential colony.,Later
Request for new project regarding school building damage in village.,Later
Request for new project regarding sewage overflow in bus stand.,Later
Request for new project regarding sewage overflow in highway.,Later
Request for new project regarding sewage overflow in hospital area.,Later
Request for new project regarding sewage overflow in hospital area.,Later
Request for new project regarding sewage overflow in hospital area.,Later
Request for new project regarding sewage overflow in market area.,Later
Request for new project regarding sewage overflow in residential colony.,Later
Request for new project regarding sewage overflow in residential colony.,Later
Request for new project regarding sewage overflow in town.,Later
Request for new project regarding sewage overflow in village.,Later
Request for new project regarding solar street lights installation in main road.,Later
Request for new project regarding solar street lights installation in main road.,Later
Request for new project regarding solar street lights installation in main road.,Later
Request for new project regarding solar street lights installation in market area.,Later
Request for new project regarding solar street lights installation in town.,Later
Request for new project regarding sports ground request in bus stand.,Later
Request for new project regarding sports ground request in city.,Later
Request for new project regarding sports ground request in market area.,Later
Request for new project regarding sports ground request in residential colony.,Later
Request for new project regarding sports ground request in residential colony.,Later
Request for new project regarding sports ground request in school zone.,Later
Request for new project regarding sports ground request in school zone.,Later
Request for new project regarding sports ground request in school zone.,Later
Request for new project regarding sports ground request in school zone.,Later
Request for new project regarding sports ground request in town.,Later
Request for new project regarding sports ground request in village.,Later
Request for new project regarding streetlight failure in hospital area.,Later
Request for new project regarding streetlight failure in hospital area.,Later
Request for new project regarding streetlight failure in market area.,Later
Request for new project regarding streetlight failure in market area.,Later
Request for new project regarding streetlight failure in residential colony.,Later
Request for new project regarding water supply shortage in hospital area.,Later
Request for new project regarding water supply shortage in hospital area.,Later
Request for new project regarding water supply shortage in main road.,Later
Request for new project regarding water supply shortage in main road.,Later
Request for new project regarding water supply shortage in residential colony.,Later
Request for new project regarding water supply shortage in school zone.,Later
Request for new project regarding water supply shortage in village.,Later
Citizens have requested better broken road in bus stand.,Neutral
Citizens have requested better broken road in main road.,Neutral
Citizens have requested better broken road in market area.,Neutral
Citizens have requested better broken road in school zone.,Neutral
Citizens have requested better broken road in school zone.,Neutral
Citizens have requested better broken road in town.,Neutral
Citizens have requested better broken road in town.,Neutral
Citizens have requested better broken road in village.,Neutral
Citizens have requested better building public library in highway.,Neutral
Citizens have requested better building public library in main road.,Neutral
Citizens have requested better building public library in school zone.,Neutral
Citizens have requested better building public library in town.,Neutral
Citizens have requested better building public library in village.,Neutral
Citizens have requested better bus stand crowding in residential colony.,Neutral
Citizens have requested better bus stand crowding in residential colony.,Neutral
Citizens have requested better bus stand crowding in residential colony.,Neutral
Citizens have requested better bus stand crowding in village.,Neutral
Citizens have requested better construction of bus stand in bus stand.,Neutral
Citizens have requested better construction of bus stand in city.,Neutral
Citizens have requested better construction of bus stand in highway.,Neutral
Citizens have requested better construction of bus stand in highway.,Neutral
Citizens have requested better construction of bus stand in main road.,Neutral
Citizens have requested better construction of bus stand in market area.,Neutral
Citizens have requested better construction of bus stand in school zone.,Neutral
Citizens have requested better construction of bus stand in town.,Neutral
Citizens have requested better electricity outage in bus stand.,Neutral
Citizens have requested better electricity outage in bus stand.,Neutral
Citizens have requested better electricity outage in city.,Neutral
Citizens have requested better electricity outage in highway.,Neutral
Citizens have requested better electricity outage in highway.,Neutral
Citizens have requested better electricity outage in main road.,Neutral
Citizens have requested better electricity outage in main road.,Neutral
Citizens have requested better electricity outage in market area.,Neutral
Citizens have requested better electricity outage in market area.,Neutral
Citizens have requested better electricity outage in residential colony.,Neutral
Citizens have requested better electricity outage in school zone.,Neutral
Citizens have requested better electricity outage in village.,Neutral
Citizens have requested better garbage pileup in city.,Neutral
Citizens have requested better garbage pileup in hospital area.,Neutral
Citizens have requested better garbage pileup in market area.,Neutral
Citizens have requested better garbage pileup in town.,Neutral
Citizens have requested better hospital medicine shortage in bus stand.,Neutral
Citizens have requested better hospital medicine shortage in bus stand.,Neutral
Citizens have requested better hospital medicine shortage in city.,Neutral
Citizens have requested better hospital medicine shortage in hospital area.,Neutral
Citizens have requested better hospital medicine shortage in market area.,Neutral
Citizens have requested better hospital medicine shortage in school zone.,Neutral
Citizens have requested better hospital medicine shortage in town.,Neutral
Citizens have requested better hospital medicine shortage in town.,Neutral
Citizens have requested better need new school in bus stand.,Neutral
Citizens have requested better need new school in city.,Neutral
Citizens have requested better need new school in main road.,Neutral
Citizens have requested better need new school in residential colony.,Neutral
Citizens have requested better need new school in residential colony.,Neutral
Citizens have requested better need overhead water tank in bus stand.,Neutral
Citizens have requested better need overhead water tank in bus stand.,Neutral
Citizens have requested better need overhead water tank in city.,Neutral
Citizens have requested better need overhead water tank in city.,Neutral
Citizens have requested better need overhead water tank in city.,Neutral
Citizens have requested better need overhead water tank in hospital area.,Neutral
Citizens have requested better need overhead water tank in market area.,Neutral
Citizens have requested better need overhead water tank in market area.,Neutral
Citizens have requested better need overhead water tank in market area.,Neutral
Citizens have requested better need overhead water tank in town.,Neutral
Citizens have requested better public toilet maintenance in hospital area.,Neutral
Citizens have requested better public toilet maintenance in main road.,Neutral
Citizens have requested better public toilet maintenance in residential colony.,Neutral
Citizens have requested better public toilet maintenance in town.,Neutral
Citizens have requested better public toilet maintenance in town.,Neutral
Citizens have requested better public toilet maintenance in village.,Neutral
Citizens have requested better public toilet maintenance in village.,Neutral
Citizens have requested better school building damage in bus stand.,Neutral
Citizens have requested better school building damage in hospital area.,Neutral
Citizens have requested better school building damage in main road.,Neutral
Citizens have requested better school building damage in main road.,Neutral
Citizens have requested better school building damage in residential colony.,Neutral
Citizens have requested better school building damage in residential colony.,Neutral
Citizens have requested better school building damage in school zone.,Neutral
Citizens have requested better school building damage in school zone.,Neutral
Citizens have requested better school building damage in town.,Neutral
Citizens have requested better school building damage in town.,Neutral
Citizens have requested better school building damage in village.,Neutral
Citizens have requested better sewage overflow in bus stand.,Neutral
Citizens have requested better sewage overflow in bus stand.,Neutral
Citizens have requested better sewage overflow in bus stand.,Neutral
Citizens have requested better sewage overflow in highway.,Neutral
Citizens have requested better sewage overflow in highway.,Neutral
Citizens have requested better sewage overflow in hospital area.,Neutral
Citizens have requested better sewage overflow in hospital area.,Neutral
Citizens have requested better sewage overflow in hospital area.,Neutral
Citizens have requested better sewage overflow in hospital area.,Neutral
Citizens have requested better sewage overflow in main road.,Neutral
Citizens have requested better sewage overflow in main road.,Neutral
Citizens have requested better sewage overflow in main road.,Neutral
Citizens have requested better sewage overflow in market area.,Neutral
Citizens have requested better sewage overflow in residential colony.,Neutral
Citizens have requested better sewage overflow in school zone.,Neutral
Citizens have requested better sewage overflow in town.,Neutral
Citizens have requested better sewage overflow in town.,Neutral
Citizens have requested better solar street lights installation in bus stand.,Neutral
Citizens have requested better solar street lights installation in bus stand.,Neutral
Citizens have requested better solar street lights installation in highway.,Neutral
Citizens have requested better solar street lights installation in highway.,Neutral
Citizens have requested better solar street lights installation in highway.,Neutral
Citizens have requested better solar street lights installation in hospital area.,Neutral
Citizens have requested better solar street lights installation in market area.,Neutral
Citizens have requested better solar street lights installation in market area.,Neutral
Citizens have requested better solar street lights installation in residential colony.,Neutral
Citizens have requested better solar street lights installation in town.,Neutral
Citizens have requested better solar street lights installation in town.,Neutral
Citizens have requested better solar street lights installation in village.,Neutral
Citizens have requested better solar street lights installation in village.,Neutral
Citizens have requested better solar street lights installation in village.,Neutral
Citizens have requested better sports ground request in bus stand.,Neutral
Citizens have requested better sports ground request in bus stand.,Neutral
Citizens have requested better sports ground request in city.,Neutral
Citizens have requested better sports ground request in highway.,Neutral
Citizens have requested better sports ground request in town.,Neutral
Citizens have requested better streetlight failure in bus stand.,Neutral
Citizens have requested better streetlight failure in city.,Neutral
Citizens have requested better streetlight failure in residential colony.,Neutral
Citizens have requested better water supply shortage in bus stand.,Neutral
Citizens have requested better water supply shortage in city.,Neutral
Citizens have requested better water supply shortage in main road.,Neutral
Citizens have requested better water supply shortage in market area.,Neutral
Citizens have requested better water supply shortage in town.,Neutral
Moderate issue observed: broken road at bus stand. Kindly check.,Neutral
Moderate issue observed: broken road at bus stand. Kindly check.,Neutral
Moderate issue observed: broken road at city. Kindly check.,Neutral
Moderate issue observed: broken road at highway. Kindly check.,Neutral
Moderate issue observed: broken road at main road. Kindly check.,Neutral
Moderate issue observed: broken road at village. Kindly check.,Neutral
Moderate issue observed: building public library at bus stand. Kindly check.,Neutral
Moderate issue observed: building public library at city. Kindly check.,Neutral
Moderate issue observed: building public library at city. Kindly check.,Neutral
Moderate issue observed: building public library at city. Kindly check.,Neutral
Moderate issue observed: building public library at highway. Kindly check.,Neutral
Moderate issue observed: building public library at main road. Kindly check.,Neutral
Moderate issue observed: building public library at main road. Kindly check.,Neutral
Moderate issue observed: building public library at main road. Kindly check.,Neutral
Moderate issue observed: building public library at residential colony. Kindly check.,Neutral
Moderate issue observed: building public library at town. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at bus stand. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at bus stand. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at city. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at highway. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at hospital area. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at main road. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at market area. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at market area. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at residential colony. Kindly check.,Neutral
Moderate issue observed: bus stand crowding at village. Kindly check.,Neutral
Moderate issue observed: construction of bus stand at bus stand. Kindly check.,Neutral
Moderate issue observed: construction of bus stand at bus stand. Kindly check.,Neutral
Moderate issue observed: construction of bus stand at city. Kindly check.,Neutral
Moderate issue observed: construction of bus stand at highway. Kindly check.,Neutral
Moderate issue observed: construction of bus stand at market area. Kindly check.,Neutral
Moderate issue observed: construction of bus stand at school zone. Kindly check.,Neutral
Moderate issue observed: electricity outage at bus stand. Kindly check.,Neutral
Moderate issue observed: electricity outage at bus stand. Kindly check.,Neutral
Moderate issue observed: electricity outage at highway. Kindly check.,Neutral
Moderate issue observed: electricity outage at hospital area. Kindly check.,Neutral
Moderate issue observed: electricity outage at main road. Kindly check.,Neutral
Moderate issue observed: electricity outage at market area. Kindly check.,Neutral
Moderate issue observed: electricity outage at market area. Kindly check.,Neutral
Moderate issue observed: garbage pileup at bus stand. Kindly check.,Neutral
Moderate issue observed: garbage pileup at bus stand. Kindly check.,Neutral
Moderate issue observed: garbage pileup at bus stand. Kindly check.,Neutral
Moderate issue observed: garbage pileup at city. Kindly check.,Neutral
Moderate issue observed: garbage pileup at city. Kindly check.,Neutral
Moderate issue observed: garbage pileup at market area. Kindly check.,Neutral
Moderate issue observed: garbage pileup at market area. Kindly check.,Neutral
Moderate issue observed: garbage pileup at school zone. Kindly check.,Neutral
Moderate issue observed: garbage pileup at school zone. Kindly check.,Neutral
Moderate issue observed: hospital medicine shortage at main road. Kindly check.,Neutral
Moderate issue observed: hospital medicine shortage at town. Kindly check.,Neutral
Moderate issue observed: need new school at bus stand. Kindly check.,Neutral
Moderate issue observed: need new school at hospital area. Kindly check.,Neutral
Moderate issue observed: need new school at hospital area. Kindly check.,Neutral
Moderate issue observed: need new school at residential colony. Kindly check.,Neutral
Moderate issue observed: need new school at school zone. Kindly check.,Neutral
Moderate issue observed: need new school at town. Kindly check.,Neutral
Moderate issue observed: need new school at village. Kindly check.,Neutral
Moderate issue observed: need new school at village. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at bus stand. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at bus stand. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at city. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at city. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at main road. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at main road. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at market area. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at residential colony. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral
Moderate issue observed: need overhead water tank at school zone. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at bus stand. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at city. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at highway. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at hospital area. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at hospital area. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at hospital area. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at main road. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at market area. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at market area. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at residential colony. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at school zone. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at school zone. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at town. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at town. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at town. Kindly check.,Neutral
Moderate issue observed: public toilet maintenance at village. Kindly check.,Neutral
Moderate issue observed: school building damage at bus stand. Kindly check.,Neutral
Moderate issue observed: school building damage at city. Kindly check.,Neutral
Moderate issue observed: school building damage at hospital area. Kindly check.,Neutral
Moderate issue observed: school building damage at town. Kindly check.,Neutral
Moderate issue observed: school building damage at town. Kindly check.,Neutral
Moderate issue observed: school building damage at village. Kindly check.,Neutral
Moderate issue observed: school building damage at village. Kindly check.,Neutral
Moderate issue observed: sewage overflow at bus stand. Kindly check.,Neutral
Moderate issue observed: sewage overflow at city. Kindly check.,Neutral
Moderate issue observed: sewage overflow at market area. Kindly check.,Neutral
Moderate issue observed: sewage overflow at market area. Kindly check.,Neutral
Moderate issue observed: sewage overflow at residential colony. Kindly check.,Neutral
Moderate issue observed: sewage overflow at residential colony. Kindly check.,Neutral
Moderate issue observed: sewage overflow at school zone. Kindly check.,Neutral
Moderate issue observed: sewage overflow at village. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at bus stand. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at highway. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at highway. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at market area. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at market area. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at school zone. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at town. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at town. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at town. Kindly check.,Neutral
Moderate issue observed: solar street lights installation at village. Kindly check.,Neutral
Moderate issue observed: sports ground request at city. Kindly check.,Neutral
Moderate issue observed: sports ground request at city. Kindly check.,Neutral
Moderate issue observed: sports ground request at highway. Kindly check.,Neutral
Moderate issue observed: sports ground request at hospital area. Kindly check.,Neutral
Moderate issue observed: sports ground request at hospital area. Kindly check.,Neutral
Moderate issue observed: sports ground request at hospital area. Kindly check.,Neutral
Moderate issue observed: sports ground request at hospital area. Kindly check.,Neutral
Moderate issue observed: sports ground request at hospital area. Kindly check.,Neutral
Moderate issue observed: sports ground request at market area. Kindly check.,Neutral
Moderate issue observed: sports ground request at residential colony. Kindly check.,Neutral
Moderate issue observed: sports ground request at residential colony. Kindly check.,Neutral
Moderate issue observed: sports ground request at residential colony. Kindly check.,Neutral
Moderate issue observed: sports ground request at town. Kindly check.,Neutral
Moderate issue observed: streetlight failure at bus stand. Kindly check.,Neutral
Moderate issue observed: streetlight failure at hospital area. Kindly check.,Neutral
Moderate issue observed: streetlight failure at main road. Kindly check.,Neutral
Moderate issue observed: streetlight failure at residential colony. Kindly check.,Neutral
Moderate issue observed: streetlight failure at school zone. Kindly check.,Neutral
Moderate issue observed: streetlight failure at town. Kindly check.,Neutral
Moderate issue observed: streetlight failure at town. Kindly check.,Neutral
Moderate issue observed: streetlight failure at town. Kindly check.,Neutral
Moderate issue observed: streetlight failure at village. Kindly check.,Neutral
Moderate issue observed: water supply shortage at bus stand. Kindly check.,Neutral
Moderate issue observed: water supply shortage at bus stand. Kindly check.,Neutral
Moderate issue observed: water supply shortage at city. Kindly check.,Neutral
Moderate issue observed: water supply shortage at city. Kindly check.,Neutral
Moderate issue observed: water supply shortage at highway. Kindly check.,Neutral
Moderate issue observed: water supply shortage at highway. Kindly check.,Neutral
Moderate issue observed: water supply shortage at hospital area. Kindly check.,Neutral
Moderate issue observed: water supply shortage at main road. Kindly check.,Neutral
Moderate issue observed: water supply shortage at market area. Kindly check.,Neutral
Need improvement in broken road at bus stand.,Neutral
Need improvement in broken road at city.,Neutral
Need improvement in broken road at city.,Neutral
Need improvement in broken road at highway.,Neutral
Need improvement in broken road at town.,Neutral
Need improvement in broken road at town.,Neutral
Need improvement in building public library at city.,Neutral
Need improvement in building public library at city.,Neutral
Need improvement in building public library at highway.,Neutral
Need improvement in building public library at hospital area.,Neutral
Need improvement in building public library at main road.,Neutral
Need improvement in building public library at main road.,Neutral
Need improvement in building public library at residential colony.,Neutral
Need improvement in building public library at town.,Neutral
Need improvement in building public library at village.,Neutral
Need improvement in bus stand crowding at bus stand.,Neutral
Need improvement in bus stand crowding at bus stand.,Neutral
Need improvement in bus stand crowding at city.,Neutral
Need improvement in bus stand crowding at city.,Neutral
Need improvement in bus stand crowding at highway.,Neutral
Need improvement in bus stand crowding at hospital area.,Neutral
Need improvement in bus stand crowding at hospital area.,Neutral
Need improvement in bus stand crowding at market area.,Neutral
Need improvement in bus stand crowding at residential colony.,Neutral
Need improvement in bus stand crowding at residential colony.,Neutral
Need improvement in bus stand crowding at school zone.,Neutral
Need improvement in bus stand crowding at town.,Neutral
Need improvement in bus stand crowding at town.,Neutral
Need improvement in bus stand crowding at town.,Neutral
Need improvement in construction of bus stand at bus stand.,Neutral
Need improvement in construction of bus stand at city.,Neutral
Need improvement in construction of bus stand at hospital area.,Neutral
Need improvement in construction of bus stand at hospital area.,Neutral
Need improvement in construction of bus stand at main road.,Neutral
Need improvement in construction of bus stand at main road.,Neutral
Need improvement in construction of bus stand at market area.,Neutral
Need improvement in construction of bus stand at residential colony.,Neutral
Need improvement in construction of bus stand at town.,Neutral
Need improvement in construction of bus stand at village.,Neutral
Need improvement in electricity outage at highway.,Neutral
Need improvement in electricity outage at hospital area.,Neutral
Need improvement in electricity outage at hospital area.,Neutral
Need improvement in electricity outage at main road.,Neutral
Need improvement in electricity outage at main road.,Neutral
Need improvement in electricity outage at main road.,Neutral
Need improvement in electricity outage at market area.,Neutral
Need improvement in electricity outage at market area.,Neutral
Need improvement in electricity outage at school zone.,Neutral
Need improvement in electricity outage at town.,Neutral
Need improvement in electricity outage at village.,Neutral
Need improvement in garbage pileup at highway.,Neutral
Need improvement in garbage pileup at hospital area.,Neutral
Need improvement in garbage pileup at hospital area.,Neutral
Need improvement in garbage pileup at market area.,Neutral
Need improvement in garbage pileup at market area.,Neutral
Need improvement in garbage pileup at residential colony.,Neutral
Need improvement in garbage pileup at town.,Neutral
Need improvement in hospital medicine shortage at bus stand.,Neutral
Need improvement in hospital medicine shortage at bus stand.,Neutral
Need improvement in hospital medicine shortage at city.,Neutral
Need improvement in hospital medicine shortage at main road.,Neutral
Need improvement in hospital medicine shortage at main road.,Neutral
Need improvement in hospital medicine shortage at market area.,Neutral
Need improvement in hospital medicine shortage at school zone.,Neutral
Need improvement in hospital medicine shortage at school zone.,Neutral
Need improvement in need new school at city.,Neutral
Need improvement in need new school at city.,Neutral
Need improvement in need new school at city.,Neutral
Need improvement in need new school at residential colony.,Neutral
Need improvement in need new school at school zone.,Neutral
Need improvement in need new school at village.,Neutral
Need improvement in need overhead water tank at bus stand.,Neutral
Need improvement in need overhead water tank at bus stand.,Neutral
Need improvement in need overhead water tank at highway.,Neutral
Need improvement in need overhead water tank at hospital area.,Neutral
Need improvement in need overhead water tank at main road.,Neutral
Need improvement in need overhead water tank at school zone.,Neutral
Need improvement in need overhead water tank at school zone.,Neutral
Need improvement in need overhead water tank at town.,Neutral
Need improvement in need overhead water tank at town.,Neutral
Need improvement in need overhead water tank at village.,Neutral
Need improvement in need overhead water tank at village.,Neutral
Need improvement in need overhead water tank at village.,Neutral
Need improvement in need overhead water tank at village.,Neutral
Need improvement in public toilet maintenance at highway.,Neutral
Need improvement in public toilet maintenance at hospital area.,Neutral
Need improvement in public toilet maintenance at market area.,Neutral
Need improvement in public toilet maintenance at town.,Neutral
Need improvement in school building damage at bus stand.,Neutral
Need improvement in school building damage at bus stand.,Neutral
Need improvement in school building damage at city.,Neutral
Need improvement in school building damage at residential colony.,Neutral
Need improvement in school building damage at town.,Neutral
Need improvement in school building damage at village.,Neutral
Need improvement in sewage overflow at bus stand.,Neutral
Need improvement in sewage overflow at highway.,Neutral
Need improvement in sewage overflow at hospital area.,Neutral
Need improvement in sewage overflow at hospital area.,Neutral
Need improvement in sewage overflow at residential colony.,Neutral
Need improvement in sewage overflow at town.,Neutral
Need improvement in solar street lights installation at highway.,Neutral
Need improvement in solar street lights installation at main road.,Neutral
Need improvement in solar street lights installation at market area.,Neutral
Need improvement in solar street lights installation at market area.,Neutral
Need improvement in solar street lights installation at residential colony.,Neutral
Need improvement in solar street lights installation at town.,Neutral
Need improvement in sports ground request at city.,Neutral
Need improvement in sports ground request at main road.,Neutral
Need improvement in sports ground request at market area.,Neutral
Need improvement in sports ground request at market area.,Neutral
Need improvement in sports ground request at market area.,Neutral
Need improvement in sports ground request at residential colony.,Neutral
Need improvement in sports ground request at residential colony.,Neutral
Need improvement in sports ground request at village.,Neutral
Need improvement in streetlight failure at bus stand.,Neutral
Need improvement in streetlight failure at city.,Neutral
Need improvement in streetlight failure at highway.,Neutral
Need improvement in streetlight failure at market area.,Neutral
Need improvement in streetlight failure at residential colony.,Neutral
Need improvement in water supply shortage at highway.,Neutral
Need improvement in water supply shortage at main road.,Neutral
Need improvement in water supply shortage at market area.,Neutral
Need improvement in water supply shortage at residential colony.,Neutral
Need improvement in water supply shortage at residential colony.,Neutral
Need improvement in water supply shortage at town.,Neutral
Need improvement in water supply shortage at village.,Neutral
Request for broken road at bus stand.,Neutral
Request for broken road at city.,Neutral
Request for broken road at city.,Neutral
Request for broken road at hospital area.,Neutral
Request for broken road at main road.,Neutral
Request for broken road at market area.,Neutral
Request for broken road at market area.,Neutral
Request for broken road at school zone.,Neutral
Request for broken road at village.,Neutral
Request for building public library at bus stand.,Neutral
Request for building public library at bus stand.,Neutral
Request for building public library at bus stand.,Neutral
Request for building public library at hospital area.,Neutral
Request for building public library at main road.,Neutral
Request for building public library at main road.,Neutral
Request for building public library at market area.,Neutral
Request for building public library at school zone.,Neutral
Request for building public library at school zone.,Neutral
Request for building public library at town.,Neutral
Request for bus stand crowding at main road.,Neutral
Request for bus stand crowding at main road.,Neutral
Request for bus stand crowding at market area.,Neutral
Request for bus stand crowding at market area.,Neutral
Request for bus stand crowding at school zone.,Neutral
Request for construction of bus stand at bus stand.,Neutral
Request for construction of bus stand at city.,Neutral
Request for construction of bus stand at highway.,Neutral
Request for construction of bus stand at market area.,Neutral
Request for construction of bus stand at school zone.,Neutral
Request for construction of bus stand at school zone.,Neutral
Request for construction of bus stand at school zone.,Neutral
Request for construction of bus stand at town.,Neutral
Request for electricity outage at main road.,Neutral
Request for electricity outage at market area.,Neutral
Request for electricity outage at residential colony.,Neutral
Request for electricity outage at school zone.,Neutral
Request for garbage pileup at bus stand.,Neutral
Request for garbage pileup at bus stand.,Neutral
Request for garbage pileup at city.,Neutral
Request for garbage pileup at main road.,Neutral
Request for garbage pileup at main road.,Neutral
Request for garbage pileup at market area.,Neutral
Request for garbage pileup at school zone.,Neutral
Request for garbage pileup at school zone.,Neutral
Request for hospital medicine shortage at city.,Neutral
Request for hospital medicine shortage at hospital area.,Neutral
Request for hospital medicine shortage at main road.,Neutral
Request for hospital medicine shortage at market area.,Neutral
Request for hospital medicine shortage at market area.,Neutral
Request for hospital medicine shortage at school zone.,Neutral
Request for hospital medicine shortage at school zone.,Neutral
Request for hospital medicine shortage at town.,Neutral
Request for hospital medicine shortage at town.,Neutral
Request for need new school at bus stand.,Neutral
Request for need new school at city.,Neutral
Request for need new school at highway.,Neutral
Request for need new school at highway.,Neutral
Request for need new school at market area.,Neutral
Request for need new school at school zone.,Neutral
Request for need new school at school zone.,Neutral
Request for need new school at town.,Neutral
Request for need new school at town.,Neutral
Request for need new school at village.,Neutral
Request for need overhead water tank at market area.,Neutral
Request for need overhead water tank at town.,Neutral
Request for need overhead water tank at town.,Neutral
Request for need overhead water tank at village.,Neutral
Request for public toilet maintenance at main road.,Neutral
Request for public toilet maintenance at main road.,Neutral
Request for public toilet maintenance at main road.,Neutral
Request for public toilet maintenance at market area.,Neutral
Request for public toilet maintenance at school zone.,Neutral
Request for public toilet maintenance at school zone.,Neutral
Request for public toilet maintenance at village.,Neutral
Request for school building damage at city.,Neutral
Request for school building damage at hospital area.,Neutral
Request for school building damage at hospital area.,Neutral
Request for school building damage at market area.,Neutral
Request for school building damage at residential colony.,Neutral
Request for sewage overflow at bus stand.,Neutral
Request for sewage overflow at city.,Neutral
Request for sewage overflow at market area.,Neutral
Request for sewage overflow at town.,Neutral
Request for sewage overflow at town.,Neutral
Request for sewage overflow at village.,Neutral
Request for solar street lights installation at bus stand.,Neutral
Request for solar street lights installation at hospital area.,Neutral
Request for solar street lights installation at hospital area.,Neutral
Request for solar street lights installation at village.,Neutral
Request for sports ground request at bus stand.,Neutral
Request for sports ground request at bus stand.,Neutral
Request for sports ground request at highway.,Neutral
Request for sports ground request at highway.,Neutral
Request for sports ground request at highway.,Neutral
Request for sports ground request at hospital area.,Neutral
Request for sports ground request at hospital area.,Neutral
Request for sports ground request at market area.,Neutral
Request for sports ground request at market area.,Neutral
Request for sports ground request at town.,Neutral
Request for sports ground request at town.,Neutral
Request for streetlight failure at highway.,Neutral
Request for streetlight failure at highway.,Neutral
Request for streetlight failure at main road.,Neutral
Request for streetlight failure at residential colony.,Neutral
Request for streetlight failure at school zone.,Neutral
Request for water supply shortage at city.,Neutral
Request for water supply shortage at highway.,Neutral
Request for water supply shortage at highway.,Neutral
Request for water supply shortage at highway.,Neutral
Request for water supply shortage at highway.,Neutral
Request for water supply shortage at hospital area.,Neutral
Request for water supply shortage at hospital area.,Neutral
Request for water supply shortage at market area.,Neutral
Request for water supply shortage at residential colony.,Neutral
Request for water supply shortage at school zone.,Neutral
Request for water supply shortage at town.,Neutral
Request for water supply shortage at village.,Neutral
Suggestion to resolve broken road in bus stand.,Neutral
Suggestion to resolve broken road in city.,Neutral
Suggestion to resolve broken road in city.,Neutral
Suggestion to resolve broken road in hospital area.,Neutral
Suggestion to resolve broken road in hospital area.,Neutral
Suggestion to resolve broken road in market area.,Neutral
Suggestion to resolve broken road in market area.,Neutral
Suggestion to resolve broken road in town.,Neutral
Suggestion to resolve broken road in village.,Neutral
Suggestion to resolve building public library in city.,Neutral
Suggestion to resolve building public library in highway.,Neutral
Suggestion to resolve building public library in hospital area.,Neutral
Suggestion to resolve building public library in hospital area.,Neutral
